recovery_id,product_id,recovery_center_id,recovery_center_name,recovery_date,material_type,weight_recovered,condition,recycling_method,recovered_by,circular_credit_amount,gps_lat,gps_lon,verification_hash
REC-20260207-72730,LITM003202602261731019000,R001,Delhi Recycling Hub,1770467129.86942,Lithium Battery,42.36,good,pyrolysis,Collector-71,1906.18,12.932358851320082,77.8632443505272,39a383bbf8617324
REC-20260207-45829,COPM007202602261731013483,R007,Ahmedabad Waste,1770467457.043819,Copper,34.09,good,mechanical,Collector-87,1193.23,12.83547819027421,77.95362871003901,e53b5ee148047785
REC-20260207-43671,PETM003202602261731012022,R002,Mumbai Waste Warriors,1770467992.881204,PET Plastic,42.1,damaged,chemical,Collector-46,631.49,12.736288481658121,77.28631812607239,e90d0e94be649985
REC-20260207-21578,E-WM005202602261731015568,R007,Ahmedabad Waste,1770468301.471407,E-Waste PCB,2.2,good,chemical,Collector-26,99.17,13.401231633252468,78.03985756527948,d1c89a3bc9f31951
REC-20260207-22323,ALUM008202602261731012220,R002,Mumbai Waste Warriors,1770468683.295602,Aluminum,8.55,good,pyrolysis,Collector-16,299.35,12.779795186665227,77.55426025706147,819c50da940272e0
REC-20260207-69090,ORGM007202602261731011623,R001,Delhi Recycling Hub,1770468776.306264,Organic Waste,45.0,damaged,composting,Collector-99,135.0,13.226318837842893,77.51602848896556,34e365a4c3e64c14
REC-20260207-41234,STEM005202602261731014633,R006,Pune Recycling,1770469869.416019,Steel,18.21,good,pyrolysis,Collector-27,637.37,13.159941887728072,77.66011422814454,00008082dc4b3527
REC-20260207-23790,PETM007202602261731018334,R008,Hyderabad Green,1770470214.732659,PET Plastic,19.99,excellent,pyrolysis,Collector-58,299.79,12.826015816401126,78.03425456385031,c432185faca7747b
REC-20260207-46016,HDPM004202602261731017213,R001,Delhi Recycling Hub,1770470306.106793,HDPE Plastic,5.64,excellent,chemical,Collector-20,84.61,13.284617454191066,78.015812456836,690cd8f4ef0765d9
REC-20260207-67805,PAPM003202602261731019370,R005,Kolkata Recovery,1770472902.239801,Paper/Cardboard,32.27,damaged,mechanical,Collector-76,258.18,12.637691751831628,77.65304926749793,2767e13ac3b9ab38
REC-20260207-84091,COPM002202602261731012052,R004,Chennai Green Center,1770473774.798998,Copper,28.37,good,chemical,Collector-29,993.02,12.773578190740274,77.69519703383749,0f9020f8851cd575
REC-20260207-59137,E-WM001202602261731019362,R008,Hyderabad Green,1770474514.162758,E-Waste PCB,31.0,excellent,chemical,Collector-70,1395.2,13.304286742872032,77.97963660453426,2eb38e66b2ce7fa8
REC-20260207-45634,E-WM008202602261731016554,R008,Hyderabad Green,1770475162.628744,E-Waste PCB,8.08,excellent,mechanical,Collector-74,363.66,12.536186859814563,77.9006205642549,c17f71c34c57c155
REC-20260207-49310,PETM005202602261731018375,R001,Delhi Recycling Hub,1770475301.098236,PET Plastic,40.34,damaged,composting,Collector-86,605.1,13.344134048910341,77.5211253686211,2d7c436670f37e51
REC-20260207-36510,ORGM002202602261731012687,R003,Bengaluru E-Parisara,1770475672.590379,Organic Waste,39.63,good,pyrolysis,Collector-77,118.89,13.12637542520183,77.52122685982127,57c3b386dd8a54ed
REC-20260207-51370,PETM006202602261731014959,R005,Kolkata Recovery,1770476918.077915,PET Plastic,1.71,damaged,mechanical,Collector-14,25.66,12.897613656958761,77.43853343756604,d64eb3b8d85d42a9
REC-20260207-33820,GLAM004202602261731011418,R002,Mumbai Waste Warriors,1770477323.145972,Glass,0.55,good,pyrolysis,Collector-67,2.76,13.398281734278363,77.52713474007521,125cd92cfb576367
REC-20260207-54753,ORGM004202602261731019735,R002,Mumbai Waste Warriors,1770478079.77785,Organic Waste,31.64,damaged,chemical,Collector-66,94.93,12.947340690587433,77.45457888154786,430a1017bbe4fd2f
REC-20260207-86712,E-WM003202602261731013290,R003,Bengaluru E-Parisara,1770478490.461071,E-Waste PCB,14.41,good,pyrolysis,Collector-61,648.29,13.393970446460747,77.83963570424241,10a2afbc8f12dbd2
REC-20260207-32614,GLAM002202602261731012683,R003,Bengaluru E-Parisara,1770478502.775962,Glass,2.38,good,chemical,Collector-41,11.88,13.468187873632717,77.69225544908312,b3b184b8e16e511d
REC-20260207-96347,LITM001202602261731013935,R004,Chennai Green Center,1770479315.389924,Lithium Battery,34.62,end_of_life,pyrolysis,Collector-7,1557.74,12.992050115924103,77.69530784863548,96fa9d9ee1a8e0fc
REC-20260207-62461,STEM008202602261731013203,R005,Kolkata Recovery,1770479484.175101,Steel,27.98,excellent,pyrolysis,Collector-21,979.3,12.820380269342616,78.08231943903057,14015ede9360bc75
REC-20260207-41556,E-WM002202602261731016537,R002,Mumbai Waste Warriors,1770480391.626087,E-Waste PCB,40.58,excellent,pyrolysis,Collector-80,1825.96,13.287156136193124,77.88433918808968,3f8244b9e9b51427
REC-20260207-52282,PAPM004202602261731019668,R003,Bengaluru E-Parisara,1770483170.805675,Paper/Cardboard,32.34,good,pyrolysis,Collector-69,258.73,13.364828188942642,77.65848605988404,3e6463887a0cfbf2
REC-20260207-48219,LITM008202602261731016768,R005,Kolkata Recovery,1770483291.322322,Lithium Battery,33.44,good,chemical,Collector-35,1504.72,13.069737667462771,77.39468693108043,480453da3e7300f3
REC-20260207-93155,PAPM008202602261731015849,R003,Bengaluru E-Parisara,1770483607.877752,Paper/Cardboard,28.11,damaged,pyrolysis,Collector-62,224.9,12.985521765914319,77.29449607936694,1a4c9dc5aff4c18a
REC-20260207-40893,ORGM008202602261731015911,R008,Hyderabad Green,1770484735.163249,Organic Waste,1.02,good,composting,Collector-4,3.05,13.315434613501099,77.52305626731494,4cf0f93fd711777b
REC-20260207-95579,E-WM001202602261731015842,R002,Mumbai Waste Warriors,1770484821.212429,E-Waste PCB,33.3,good,pyrolysis,Collector-67,1498.38,12.685651884638798,77.45353106827842,ba7830f19be94073
REC-20260207-84894,PAPM001202602261731018702,R001,Delhi Recycling Hub,1770484889.826003,Paper/Cardboard,19.15,good,mechanical,Collector-44,153.24,13.201719806630406,77.46181405392444,f84fd18f05f6265e
REC-20260207-62133,ORGM002202602261731017453,R004,Chennai Green Center,1770485130.979318,Organic Waste,7.31,excellent,chemical,Collector-100,21.92,12.634434218439642,77.26536685424122,df5695a540aa6485
REC-20260207-19355,ORGM008202602261731016679,R008,Hyderabad Green,1770485549.853299,Organic Waste,6.51,end_of_life,chemical,Collector-41,19.52,12.58988346451577,77.5583911694549,aaf4733cdf1ca17a
REC-20260207-75802,ORGM003202602261731013448,R007,Ahmedabad Waste,1770485951.931142,Organic Waste,9.32,end_of_life,composting,Collector-23,27.97,13.45755326593214,77.36251313111146,4b58779e0cf1030c
REC-20260207-77604,GLAM005202602261731012602,R002,Mumbai Waste Warriors,1770487426.560556,Glass,17.12,end_of_life,composting,Collector-2,85.61,12.65336789881545,77.39602466820946,3e07d8594e184c79
REC-20260207-12583,GLAM002202602261731013249,R006,Pune Recycling,1770488142.609567,Glass,16.15,excellent,mechanical,Collector-63,80.76,12.667439711307587,77.87082316724141,675f09306ddb6aa1
REC-20260207-54950,PETM002202602261731018908,R006,Pune Recycling,1770488910.673657,PET Plastic,14.72,good,pyrolysis,Collector-61,220.77,12.778686183987826,77.30428627709114,cdea4dfb2fd8ff1b
REC-20260208-87364,LITM005202602261731016316,R008,Hyderabad Green,1770489510.736743,Lithium Battery,9.23,good,chemical,Collector-74,415.36,12.879344355704358,77.43192359500982,9d1a8d339c767314
REC-20260208-85431,ALUM001202602261731016838,R008,Hyderabad Green,1770491876.81858,Aluminum,25.8,good,pyrolysis,Collector-26,903.0,12.922617470264665,77.35030459896565,d933874f6b5248b7
REC-20260208-33045,PETM005202602261731018283,R002,Mumbai Waste Warriors,1770492180.638936,PET Plastic,2.09,good,composting,Collector-29,31.37,12.959674806599088,77.86876153130375,6a1ffea0e9b1c9ec
REC-20260208-25025,PETM003202602261731017653,R006,Pune Recycling,1770492710.977358,PET Plastic,13.52,damaged,mechanical,Collector-97,202.87,13.308278583355596,77.38184245063397,6389e9043bbf688f
REC-20260208-30378,STEM006202602261731012504,R007,Ahmedabad Waste,1770492747.581179,Steel,16.4,good,mechanical,Collector-16,574.06,12.996067359579122,77.26772593763658,00c62e325be0d396
REC-20260208-96741,E-WM003202602261731017077,R008,Hyderabad Green,1770493843.429717,E-Waste PCB,32.84,excellent,chemical,Collector-80,1477.73,13.313023522150363,77.5086809130716,fdc7befd1e878bf0
REC-20260208-80687,PAPM008202602261731013793,R001,Delhi Recycling Hub,1770494718.184396,Paper/Cardboard,4.57,damaged,composting,Collector-28,36.57,12.620805567238682,77.16084017692876,d32fbe3917efe121
REC-20260208-41123,ORGM001202602261731012121,R007,Ahmedabad Waste,1770494855.492704,Organic Waste,26.18,good,mechanical,Collector-75,78.53,12.964649258900998,77.31781238360283,fa53fe5a25092a50
REC-20260208-32770,LITM001202602261731013604,R005,Kolkata Recovery,1770494980.63078,Lithium Battery,32.64,damaged,pyrolysis,Collector-45,1468.74,12.932461482609037,77.7688813554157,725bc2a68d7e648e
REC-20260208-68312,PAPM008202602261731013821,R002,Mumbai Waste Warriors,1770496281.684637,Paper/Cardboard,7.96,damaged,mechanical,Collector-94,63.64,13.307398968064893,77.58261911189561,fbc87d77b420d92c
REC-20260208-99861,LITM002202602261731019936,R004,Chennai Green Center,1770496532.233095,Lithium Battery,2.83,good,chemical,Collector-18,127.41,13.411344531790284,77.59654418489185,23edbd2bb8c377de
REC-20260208-24765,STEM007202602261731012758,R006,Pune Recycling,1770497522.186483,Steel,19.08,damaged,composting,Collector-31,667.74,13.27117230381311,77.8217109719595,05fb6251bf5c9980
REC-20260208-86385,PAPM001202602261731019562,R008,Hyderabad Green,1770498228.16624,Paper/Cardboard,34.7,damaged,mechanical,Collector-51,277.59,13.1755930645793,77.44823593523617,1e5c5d732b6f5fe7
REC-20260208-93645,STEM007202602261731012155,R008,Hyderabad Green,1770500278.52373,Steel,22.17,good,pyrolysis,Collector-70,776.07,13.21416302712113,77.58259040260945,7981b52dd632a54f
REC-20260208-32671,PETM008202602261731014762,R001,Delhi Recycling Hub,1770501776.512138,PET Plastic,5.04,good,composting,Collector-99,75.57,13.425181318208443,77.99877259020771,8fc7acdc255d5328
REC-20260208-83215,STEM002202602261731013271,R003,Bengaluru E-Parisara,1770502022.089012,Steel,0.63,good,composting,Collector-30,22.03,12.886923253149185,77.59879735188157,60f16d8dc7b023d3
REC-20260208-88959,ALUM004202602261731012200,R006,Pune Recycling,1770502740.769243,Aluminum,46.94,damaged,chemical,Collector-1,1642.74,12.815199256549835,77.88267682509003,91f6908f1fd7244e
REC-20260208-42280,COPM008202602261731016546,R001,Delhi Recycling Hub,1770502775.790241,Copper,7.64,good,mechanical,Collector-57,267.43,13.088073030964955,77.1893004279811,190dfb7ebc1e916b
REC-20260208-31625,COPM003202602261731011819,R002,Mumbai Waste Warriors,1770503797.105978,Copper,28.53,damaged,composting,Collector-94,998.67,13.15740133203439,78.03501137852096,aa8215d326a0566f
REC-20260208-47075,PAPM001202602261731015169,R003,Bengaluru E-Parisara,1770506824.739579,Paper/Cardboard,33.65,good,pyrolysis,Collector-40,269.17,12.579961522447602,77.93275150989291,006462ca7f778f96
REC-20260208-34563,STEM006202602261731019638,R008,Hyderabad Green,1770506833.865447,Steel,15.66,good,pyrolysis,Collector-2,547.99,13.263694636983155,77.79257484299357,5cc0f39183428d33
REC-20260208-88220,E-WM005202602261731013519,R008,Hyderabad Green,1770507813.540281,E-Waste PCB,12.62,excellent,composting,Collector-51,567.85,13.266701919179473,77.57311268073278,4272281b8f2928d9
REC-20260208-83667,HDPM003202602261731014286,R003,Bengaluru E-Parisara,1770508066.150367,HDPE Plastic,36.16,good,pyrolysis,Collector-74,542.37,12.633250843586103,77.76925238310385,5bebef11b4fd2a80
REC-20260208-86703,LITM007202602261731015684,R006,Pune Recycling,1770508627.339384,Lithium Battery,15.73,excellent,mechanical,Collector-79,707.93,12.564382303764681,78.02534249557478,e14d63ea00b6af84
REC-20260208-34134,LITM008202602261731019602,R006,Pune Recycling,1770508658.901876,Lithium Battery,41.58,end_of_life,pyrolysis,Collector-87,1871.15,13.092453140377419,77.98214597749502,0f36a5b18d1bd8cb
REC-20260208-13349,LITM008202602261731013201,R008,Hyderabad Green,1770508706.513075,Lithium Battery,20.98,good,composting,Collector-85,943.98,12.482655307560329,77.9781559942949,dd40f43153fba3c9
REC-20260208-48502,ALUM008202602261731015300,R003,Bengaluru E-Parisara,1770509717.69914,Aluminum,2.28,damaged,pyrolysis,Collector-63,79.72,12.5918600215007,77.43911068872895,3f13fa839e3e20f4
REC-20260208-14065,COPM008202602261731015510,R001,Delhi Recycling Hub,1770509922.800856,Copper,35.51,excellent,mechanical,Collector-62,1242.89,12.728251539763368,77.6095200947702,f80f40d8ed3ca822
REC-20260208-88086,COPM003202602261731013885,R003,Bengaluru E-Parisara,1770511397.26078,Copper,13.58,excellent,mechanical,Collector-96,475.14,13.342091804224099,78.04963032769722,8804954d626e720d
REC-20260208-99571,HDPM003202602261731015206,R001,Delhi Recycling Hub,1770511813.755186,HDPE Plastic,1.65,excellent,chemical,Collector-22,24.79,13.326513286682896,77.61310168775154,53d8f1df16fd44fe
REC-20260208-58025,COPM007202602261731012645,R008,Hyderabad Green,1770512054.156793,Copper,17.16,excellent,composting,Collector-80,600.77,12.830122479729935,77.6184429022425,d494b692110f532e
REC-20260208-72121,STEM006202602261731014720,R002,Mumbai Waste Warriors,1770512116.429769,Steel,42.4,good,pyrolysis,Collector-24,1484.06,12.628957426275036,77.2147050099757,0ddda63f2475be3d
REC-20260208-32455,ALUM001202602261731016454,R004,Chennai Green Center,1770512292.119371,Aluminum,32.84,damaged,composting,Collector-45,1149.42,12.96250795238501,77.29442364245762,70aa7ce54c990535
REC-20260208-98774,COPM006202602261731012094,R003,Bengaluru E-Parisara,1770512350.765161,Copper,19.52,excellent,composting,Collector-41,683.32,12.846806143818595,77.51700206204603,f60c189b6534275c
REC-20260208-73816,STEM004202602261731011831,R007,Ahmedabad Waste,1770512386.251395,Steel,23.32,damaged,chemical,Collector-17,816.03,13.109179228759661,77.98127666379881,328fd0ea2221c228
REC-20260208-92271,ALUM008202602261731013617,R002,Mumbai Waste Warriors,1770512790.314495,Aluminum,2.4,damaged,composting,Collector-56,84.13,13.27897011922304,77.95266985400256,151c53dbe59a8850
REC-20260208-19453,PAPM005202602261731014550,R003,Bengaluru E-Parisara,1770513381.935121,Paper/Cardboard,36.89,good,chemical,Collector-69,295.09,13.138711035373568,77.7350332772808,7ef740aa3cce1ca5
REC-20260208-49899,COPM003202602261731014090,R005,Kolkata Recovery,1770515771.987762,Copper,17.23,damaged,mechanical,Collector-95,603.22,12.47640364380005,77.24101920336442,edd914ef37f90e09
REC-20260208-69144,E-WM006202602261731018953,R001,Delhi Recycling Hub,1770515902.190448,E-Waste PCB,41.26,good,chemical,Collector-55,1856.67,12.770999609588992,77.50961014303954,c3337d2b1131709a
REC-20260208-68662,ALUM006202602261731013580,R006,Pune Recycling,1770516673.0199,Aluminum,17.82,excellent,chemical,Collector-86,623.53,13.386154711721005,77.27482071154336,9f26a696ccfd8d19
REC-20260208-46099,LITM006202602261731016977,R006,Pune Recycling,1770516816.315057,Lithium Battery,6.64,excellent,chemical,Collector-92,298.77,12.555228467056816,77.61285536536705,84d123ec6082cd5c
REC-20260208-55857,HDPM001202602261731015913,R002,Mumbai Waste Warriors,1770516831.774427,HDPE Plastic,42.85,damaged,composting,Collector-85,642.81,13.061077208717588,77.94722971441819,7ec62be0fbcdc301
REC-20260208-94118,E-WM004202602261731014204,R002,Mumbai Waste Warriors,1770517678.412927,E-Waste PCB,17.63,excellent,chemical,Collector-25,793.44,12.878398134838834,77.61395216599226,12da73194f917779
REC-20260208-35246,LITM004202602261731018519,R007,Ahmedabad Waste,1770518448.265338,Lithium Battery,0.66,good,pyrolysis,Collector-11,29.9,13.282691591412886,77.71716664499795,477c421c933995cf
REC-20260208-65939,E-WM008202602261731018057,R002,Mumbai Waste Warriors,1770518844.35999,E-Waste PCB,4.11,damaged,mechanical,Collector-98,185.1,13.255593087416466,77.74263256758819,8dbbd133fbfc4280
REC-20260208-87723,ORGM007202602261731016045,R007,Ahmedabad Waste,1770519233.084253,Organic Waste,29.15,good,composting,Collector-49,87.45,13.291076710431009,77.68553280894442,e4e047d6cd300a4d
REC-20260208-59331,ALUM007202602261731015266,R007,Ahmedabad Waste,1770519337.826123,Aluminum,1.91,damaged,chemical,Collector-77,66.93,12.920088681618024,77.73218810135938,566e9ac95bd1bd9e
REC-20260208-79729,ORGM003202602261731011766,R007,Ahmedabad Waste,1770519364.290309,Organic Waste,32.72,damaged,composting,Collector-82,98.16,13.00897098544128,77.29154070009398,db1c8fe118808406
REC-20260208-74622,LITM007202602261731016896,R007,Ahmedabad Waste,1770520434.041173,Lithium Battery,5.37,excellent,mechanical,Collector-2,241.87,12.781878357323581,77.67952462099817,809b081729334508
REC-20260208-88908,STEM005202602261731016527,R006,Pune Recycling,1770522090.817482,Steel,30.01,excellent,composting,Collector-54,1050.37,12.617959424681292,78.0788284313779,1e714b44982f25cc
REC-20260208-21312,HDPM001202602261731019154,R007,Ahmedabad Waste,1770524321.244132,HDPE Plastic,8.52,good,pyrolysis,Collector-66,127.86,12.647085895450997,77.21412111180157,ff8ad3e97d002d56
REC-20260208-61728,PETM006202602261731015580,R001,Delhi Recycling Hub,1770524462.825077,PET Plastic,6.56,good,composting,Collector-24,98.34,13.0725783808879,77.17705329261379,2f443feca1c1a885
REC-20260208-50770,HDPM001202602261731012132,R002,Mumbai Waste Warriors,1770524886.954532,HDPE Plastic,13.9,end_of_life,composting,Collector-18,208.45,13.469526260624844,77.5796093065192,77eea37b77031691
REC-20260208-14192,E-WM006202602261731019228,R006,Pune Recycling,1770525286.353139,E-Waste PCB,46.1,damaged,pyrolysis,Collector-23,2074.38,13.131842216373315,77.84140417772987,769e5f0af4893cf1
REC-20260208-74125,LITM006202602261731019499,R007,Ahmedabad Waste,1770525906.260402,Lithium Battery,9.79,excellent,chemical,Collector-10,440.73,12.67782703495209,77.94034980001368,6441a207ba6c6482
REC-20260208-23071,HDPM007202602261731014204,R002,Mumbai Waste Warriors,1770526281.354209,HDPE Plastic,38.47,damaged,mechanical,Collector-91,576.99,12.704204269915177,77.9050625791634,e25759e25125d975
REC-20260208-10008,STEM004202602261731019952,R006,Pune Recycling,1770526485.319891,Steel,11.85,end_of_life,pyrolysis,Collector-79,414.81,12.951021276617094,77.73612815414351,c5ab03ac767f46e1
REC-20260208-97207,HDPM004202602261731016447,R002,Mumbai Waste Warriors,1770527518.875059,HDPE Plastic,12.89,good,composting,Collector-48,193.36,12.525486626254484,77.79922384568717,c4d745cdfa5a7faf
